iteration,theta_const,theta_depot_age1,theta_depot_age2,theta_depot_age3,theta_lab_shortfall,theta_imbalance,theta_exp_risk
25,4.768427673447806,0.10179889085563928,0.10154544819148102,0.053256038279077586,0.034480594310900226,0.14458744363451562,0.47128671435311126
26,4.768427673447807,0.10179714951866348,0.10154544819148104,0.05319585686336444,0.0345186594840053,0.14660873229721003,0.46952039946889196
27,4.768427673447807,0.10179551428025091,0.10154544819148104,0.0531393422633397,0.03455598390661056,0.14833280041280694,0.4678149137350964
28,4.768427673447807,0.10179397496159306,0.10154544819148104,0.05308614269464607,0.03459260990445717,0.15002997024985829,0.46610110043421477
29,4.768427673447806,0.10179252268839176,0.10154544819148104,0.053035951457412515,0.03462857588153172,0.15163753328624616,0.46445592126528973
30,4.768427673447807,0.1017911496847122,0.10154544819148105,0.05298849981171579,0.03466568213866995,0.15320964263112596,0.46270984082626426
31,4.768427673447807,0.10178984910514467,0.10154544819148105,0.05294355117701239,0.03470210219667607,0.15474345364116718,0.4610355494808987
32,4.768427673447807,0.10178861489716104,0.10154544819148104,0.05290089637511529,0.03473787314314617,0.15632072749986997,0.4594005165416563
33,4.768427673447808,0.10178744168746799,0.10154544819148105,0.0528603497025088,0.03477302883521281,0.1579479891268397,0.457817632217507
34,4.768427673447808,0.1017863246875788,0.10154544819148106,0.05282174566686405,0.03480760027964908,0.15934062162042895,0.456192329270004
35,4.768427673447808,0.10178525961488803,0.10154544819148105,0.05278493625934728,0.0348416159574987,0.1606958466765894,0.45462186807188365
36,4.768427673447808,0.10178424262633717,0.10154544819148104,0.052749788662067656,0.034875102102784994,0.16192273082301828,0.45310383949375926
37,4.768427673447808,0.10178327026237045,0.10154544819148104,0.05271618331116825,0.03490808294297266,0.16315587744012608,0.4514875637002609
38,4.768427673447808,0.10178233939935159,0.10154544819148102,0.05268401225232752,0.034940580907389905,0.16431800956683756,0.44988887525308124
39,4.768427673447808,0.1017814472089764,0.10154544819148102,0.052653177738037946,0.03497261680866571,0.16534563444055653,0.4482932374356875
40,4.768427673447808,0.10178059112350056,0.10154544819148101,0.05262359102586042,0.035004210001322936,0.1663731918193639,0.4467444206065973
41,4.768427673447808,0.10177976880582545,0.101545448191481,0.052595171344580506,0.0350353785209398,0.16744002160518517,0.44524896924341073
42,4.768427673447808,0.10177897812366225,0.10154544819148101,0.052567845001304174,0.03506613920670669,0.16851672205344792,0.44381104962351803
43,4.768427673447808,0.10177821712713453,0.10154544819148101,0.05254154460739598,0.03509650780973324,0.16956759847666208,0.44242711573858257
44,4.768427673447808,0.10177748402929301,0.10154544819148101,0.05251620840505739,0.03512649908907627,0.1706328804628421,0.44109391787643815
45,4.768427673447808,0.10177677718910626,0.10159597056006824,0.05249177967947926,0.03515612689714595,0.17170859574479325,0.43980847168839293
46,4.768427673447809,0.10177609509656509,0.10164443331505137,0.052468206244040944,0.035185404255889716,0.17274576439249148,0.4385680311002667
47,4.768427673447809,0.10177543635959767,0.10164326171915095,0.05244543998809369,0.035214343424941175,0.17383074564221315,0.4373700645166287
48,4.768427673447809,0.10177479969254181,0.10164212937566722,0.05242343647855417,0.03524295596274499,0.17497774961460696,0.4362122338565431
49,4.768427673447809,0.10177418390596038,0.101641034169128,0.05240215460792078,0.0352712527815218,0.17612101691901463,0.4350923760320867
50,4.768427673447809,0.1017735878976192,0.10163997413915596,0.05238155628246857,0.0352992441968149,0.17721936982333306,0.43400848654108676
51,4.768427673447809,0.10177301064447442,0.10163894746621764,0.052369608098785214,0.035326939972256756,0.17836642624978488,0.43295870489538263
52,4.768427673447809,0.1017794214039517,0.10163795245893555,0.05235018812762707,0.03535434936010707,0.17948633313029005,0.4319413016473755
53,4.768427673447809,0.10177880616737066,0.10163698754276526,0.05233656892827135,0.03538148113804014,0.18058652454784124,0.4309546668122542
54,4.768427673447809,0.1017782091811672,0.10163605124986766,0.05231824158518706,0.035408343642596936,0.1816776195498918,0.42999729951229393
55,4.768427673447809,0.10177762957168542,0.1016351422100305,0.05230995953213488,0.03543494479966406,0.18278813026054708,0.42906779869402667
56,4.7684276734478095,0.10177706652231719,0.10163425914251337,0.052293308178344426,0.03550337136192186,0.1839073579950464,0.4281648547896711
57,4.7684276734478095,0.10177651926882202,0.10163340084870734,0.05227640956486255,0.0355703708088315,0.18499989125528943,0.42728724221164444
58,4.768427673447809,0.10177598709510616,0.10163256620551532,0.05225997659913681,0.03563600350888246,0.18609439251710427,0.4264338125837846
59,4.768427673447809,0.10177546932940902,0.10163175415937081,0.05224398853790491,0.035700326204658815,0.18722022115691464,0.4256034886255249
60,4.768427673447809,0.10177496534085112,0.10163096372082382,0.05222974051636615,0.035763392290480485,0.18830367574230203,0.4247952586160428
61,4.768427673447809,0.10177447453630405,0.10163019395963192,0.052214573153735865,0.035825252064425,0.1894081532519294,0.424008171374638
62,4.768427673447809,0.10177399635754744,0.1016294440003012,0.052199795966672645,0.0358859529574795,0.19050582510332914,0.42324133170153
63,4.768427673447809,0.10177353027868258,0.10162871301802999,0.05218539270329658,0.03594553974223803,0.19165494709648145,0.4224938962301015
64,4.768427673447809,0.10177307580377568,0.10162800023501256,0.052171348037735786,0.03600405472326949,0.19275415633815643,0.4217650696475143
65,4.768427673447809,0.10177263246470719,0.1016273049170661,0.05215764750366391,0.03606153791103067,0.19387599667435138,0.42105410124573883
66,4.768427673447809,0.10177219981920631,0.1016266263705481,0.05214427743355867,0.03611802718098116,0.19499385795688176,0.4203602817694702
67,4.768427673447809,0.10177177744905197,0.10162596393953484,0.05213122490310982,0.03616804222757258,0.19599961970544644,0.41968294053126254
68,4.768427673447809,0.10177136495842422,0.10162531700323574,0.05211847768026953,0.03621726230088388,0.19699034696607615,0.4190214427675774
69,4.768427673447809,0.10177096197239119,0.10162468497362036,0.05210602417849501,0.036265714802483376,0.19799137065629388,0.4183751872123783
70,4.768427673447808,0.1017705681355187,0.10162406729323782,0.05209679922746042,0.03631342576904706,0.19896733913488995,0.4177436038674767
71,4.768427673447809,0.10177018311059106,0.10162346343321049,0.0520848781525166,0.03636041995977137,0.199941197400153,0.4171261519510898
72,4.768427673447809,0.1017698065774327,0.10162287289138583,0.05207764831788514,0.03640672093700247,0.20090300224535218,0.4165223180080558
73,4.768427673447809,0.10176943823182122,0.1016222951906318,0.052066210623333276,0.03645235114069669,0.20186807719975763,0.4159316141668969
74,4.768427673447809,0.10176907778448399,0.10162172987726299,0.05205501818227508,0.03649733195726373,0.20279580522244822,0.4153535765304619
75,4.768427673447808,0.10176872496017031,0.10162117651958558,0.05204406244775651,0.036541683783287905,0.2037070013602073,0.41478776368824155
76,4.768427673447808,0.10176837949679306,0.101620634706551,0.05203333528157142,0.03658542608457293,0.20459959842982886,0.4142337553396578
77,4.768427673447808,0.10176804114463338,0.10162010404650867,0.05202282892956679,0.03662857745091157,0.20547302604125672,0.413691151018694
78,4.768427673447808,0.10176770966560314,0.10162110915738674,0.05201253599874214,0.036673411631856175,0.20630606145307964,0.4131595689111864
79,4.768427673447807,0.10176738483256031,0.10162058922063696,0.05200244943599142,0.03671764439788718,0.20715475121052354,0.41263864475694106
80,4.768427673447808,0.10176706642867298,0.1016200795745712,0.051992562508350236,0.03676129347757433,0.20801103772660845,0.4121280308295949
81,4.768427673447808,0.1017667542468275,0.10161957988767767,0.05198286878462428,0.03680437584040139,0.2088827461017256,0.4116273949878089
82,4.768427673447808,0.10176644808907784,0.10161908984311846,0.05197853697405744,0.036846907738694444,0.20973120630109907,0.4111364197919879
83,4.768427673447808,0.10176614776613234,0.10161860913790813,0.05196917770778538,0.036888904746736395,0.21059627077405688,0.4106548016812548
84,4.768427673447807,0.10176585309687505,0.10161813748214747,0.05195999463309067,0.036930381797288754,0.21143502521375965,0.4101822502058911
85,4.768427673447807,0.10176556390791905,0.10161767459830857,0.05195098234654103,0.036971353215722015,0.21226306746313553,0.40971848731088917
86,4.768427673447807,0.10176528003318897,0.10161722022056663,0.051942842197854555,0.03701189654847022,0.21310262023997764,0.4092632466666502
87,4.768427673447808,0.1017650013135309,0.10161677409417545,0.05193415178489809,0.03705196004479195,0.2138997907124788,0.40881627304321205
88,4.768427673447807,0.10176472759634718,0.10161633597488304,0.05193057732777176,0.03709155642570308,0.2146896996865579,0.4083773217247077
89,4.768427673447808,0.10177699988958631,0.10161590562838427,0.05192216419143956,0.03718299530140886,0.215466029568403,0.4079628931177855
90,4.768427673447808,0.10177666048756562,0.10161548282980798,0.051913898614576424,0.03727307379727749,0.21622755070561636,0.40753919118699466
91,4.768427673447808,0.10177632697131941,0.10161506736323599,0.051907223518582915,0.03736274750943904,0.216954521212446,0.4071228369261086
92,4.768427673447809,0.1017759991743437,0.10161465902125158,0.051899232075442954,0.03745111875180089,0.21768511042141267,0.4067136224752659
93,4.768427673447808,0.10177567693661871,0.10161425760451556,0.05189137616264471,0.037538222679047925,0.21840496585880367,0.4063113480693427
94,4.768427673447808,0.10177536010428898,0.10161386292136766,0.051883652029307586,0.03762409311242912,0.21916195359606364,0.4059158216385804
95,4.768427673447808,0.10177504852936244,0.10161347478745178,0.05187605606749645,0.03770876260429064,0.2198923702009524,0.4055268584329711
96,4.768427673447808,0.10177929410223868,0.10161309302536321,0.05186858480531824,0.03779765671390007,0.2205941722671942,0.4051487509978071
97,4.768427673447808,0.10177896734751707,0.10161520595157088,0.0518612349004205,0.03788566925227523,0.22128397305530031,0.4047723627054884
98,4.768427673447809,0.1017786458448717,0.10161482275729443,0.05185400313386484,0.03797248063502164,0.22197816532181958,0.4044020242722426
99,4.768427673447809,0.10177832945642805,0.1016144456585598,0.05184688640434984,0.03805812129728763,0.2226706750109469,0.40403757688056685
100,4.768427673447809,0.10177801804929902,0.10161407449698084,0.05183988172276032,0.03814262058991844,0.2233647698736352,0.40367886745800985
101,4.768427673447809,0.1017777114953562,0.10161370911984319,0.05183298620702131,0.03822600682877732,0.22406226185981837,0.4033257484136447
102,4.768427673447808,0.10177740967101376,0.10161334937984667,0.05182619707723691,0.03830830734135066,0.22478321882673424,0.4029780773891302
103,4.768427673447808,0.10177711245702417,0.10161299513486194,0.05181951165109561,0.03838948057143903,0.22546836063189346,0.40263571702341716
104,4.768427673447808,0.10177681973828505,0.10161264624770017,0.05181292733952499,0.03846962096652009,0.2261718695314887,0.40229853473022553
105,4.768427673447808,0.10177679081493747,0.10161230258589514,0.05180644164258,0.03854875311856503,0.2268801641843291,0.401966402487484
106,4.768427673447808,0.10177650544335631,0.10161196402149703,0.051800052145550154,0.03862690079460858,0.22759476309650703,0.40163919663797965
107,4.768427673447808,0.10177622426410879,0.10161163043087698,0.05179375651527203,0.038704086972119384,0.2283193409777894,0.40131679770052103
108,4.768427673447809,0.10177594717647578,0.10161130169454202,0.051787552496634436,0.03878033387253305,0.22906060467078174,0.4009990901909672
109,4.768427673447809,0.10177567408307613,0.10161097769695927,0.05178143790926442,0.03885566299305938,0.229798326356576,0.40068596245251925
110,4.768427673447809,0.1017754048897263,0.10161065832638953,0.05177541064438324,0.03893009513686784,0.23054492707242275,0.40037730649471537
111,4.768427673447809,0.10177513950530705,0.10161034347472905,0.05176946866182215,0.03900365044174816,0.23128582560584326,0.400073017840607
112,4.7684276734478095,0.10177487784163682,0.10161003303735942,0.05176360998718837,0.039071053758124225,0.23200986088934653,0.3997729953816307
113,4.7684276734478095,0.10177461981335156,0.10160972691300486,0.05175783270917253,0.03913769218298028,0.2327206574581285,0.39947714123972206
114,4.768427673447809,0.10177436533779043,0.10160942500359663,0.051752134976989335,0.039203582343390914,0.23341943400917503,0.3991853606362501
115,4.768427673447808,0.10177411433488691,0.101609127214144,0.05174651499794358,0.03926874035465691,0.23409161496120742,0.39889756176737684
116,4.768427673447809,0.10177962019040164,0.10160883345261167,0.05174097103511462,0.03933318184048627,0.2347663319355383,0.3986291006898851
117,4.768427673447809,0.1017793495953404,0.10161467829105897,0.051735501405152214,0.0393969219522096,0.2354233710179499,0.3983668727245806
118,4.768427673447809,0.10177908259696272,0.1016143645160777,0.051730104476177784,0.039459975387083956,0.23608659519653344,0.39810067821199074
119,4.7684276734478095,0.1017788191169834,0.10161405487589822,0.05172477866578504,0.03952235640573594,0.2367537318137071,0.3978277482680684
120,4.7684276734478095,0.1017785590794704,0.10161374928128566,0.05171952243913444,0.03958407884879133,0.23740725420945646,0.3975583842578616
121,4.7684276734478095,0.10177830241075506,0.10161344764566506,0.051714334307136435,0.039645156152735866,0.23804703895934637,0.39729250987051884
122,4.7684276734478095,0.10177804903934637,0.10161314988502054,0.05170921282471862,0.0397056013650488,0.2387081331377218,0.3970300510509189
123,4.7684276734478095,0.10177779889584912,0.10161285591779927,0.051704156589172184,0.03976542715864827,0.23936475846772995,0.39677093591493395
124,4.7684276734478095,0.10177755191288586,0.10161256566481963,0.05170222533738702,0.03982467271895337,0.2400119214070381,0.39651509466854246
125,4.7684276734478095,0.1017773080250223,0.10161227904918364,0.051697904984462806,0.03988332280049101,0.2406439237182942,0.3962624595305865
126,4.7684276734478095,0.10177706716869606,0.10161199599619315,0.05169302092761362,0.03994138903974031,0.24127215421175174,0.39601296465898145
127,4.7684276734478095,0.10177682928214862,0.10161171643326991,0.05168819709159755,0.03999888275002445,0.24190416809016374,0.3957665460801982
128,4.7684276734478095,0.10177659430536032,0.1016114402898791,0.05168531356752209,0.040055814933030454,0.24253610059811126,0.395523141621847
129,4.7684276734478095,0.10177636217998792,0.1016111674974561,0.05168059877916079,0.040112196289829795,0.2431603875872383,0.39528269084820394
130,4.7684276734478095,0.10177613284930524,0.10161089798933665,0.05167594075482495,0.04016803723142551,0.2437703921641905,0.39504513499852956
131,4.7684276734478095,0.10177590625814607,0.10161063170068971,0.05167133837401256,0.04022334788884952,0.24438072152809737,0.39481041692803803
132,4.768427673447809,0.10177568235284969,0.10161036856845347,0.05166679054679932,0.04027813812283279,0.24497355679681485,0.39457848105138343
133,4.768427673447809,0.10177546108120851,0.10161010853127393,0.05166229621277739,0.04033241753306939,0.24557243060876668,0.3943492732885379
134,4.768427673447809,0.10177524239241813,0.10160985152944604,0.051657854340038736,0.040383376917263784,0.24615355659076266,0.3941227410129427
135,4.768427673447809,0.10177502623702933,0.10160959750485733,0.05165346392420083,0.04043387658064126,0.24673471422644083,0.3938988330018203
136,4.768427673447809,0.10177481256690207,0.10160934640093389,0.051652185495046944,0.040483924771154735,0.24730729954076253,0.39367749938854285
137,4.768427673447808,0.10177460133516139,0.10160909816258856,0.05164788319167357,0.0405335295254053,0.24786706384848686,0.39345869161695646
138,4.768427673447808,0.10177439249615516,0.10160885273617122,0.05164362962278256,0.040582698675609645,0.2484133466093082,0.39324236239756766
139,4.768427673447808,0.10177418600541349,0.10160861006942107,0.05163942388262424,0.04063143985628803,0.2489526114209819,0.3930284656655034
140,4.768427673447808,0.10177398181960971,0.10160837011142089,0.05163526508873468,0.04067976051068603,0.24949975290065282,0.39281695654015975
141,4.768427673447808,0.10177377989652303,0.10160813281255301,0.0516311523811738,0.04072766789694226,0.2500285992190102,0.3926077912864601
142,4.768427673447807,0.10177358019500263,0.10160789812445727,0.051627084921793895,0.04077516909401418,0.2505349047539431,0.39240092727764886
143,4.768427673447807,0.10177338267493308,0.10160766599999017,0.051623061893536756,0.04082227100737289,0.25104512172404103,0.39219632295954737
144,4.768427673447807,0.10177318729720126,0.10160775623975614,0.051619082499758356,0.04086898037447763,0.2515466374137186,0.39199393781620606
145,4.768427673447807,0.10177299402366448,0.10160752793382506,0.05161514596357964,0.04091464607373614,0.252033181314669,0.39179373233688847
146,4.768427673447807,0.10177280281711978,0.10160730206954512,0.05161125152726237,0.0409599392523087,0.25251659173840346,0.3915956679843272
147,4.768427673447807,0.10177261364127452,0.10160707860404533,0.05160739845160881,0.041004866050908306,0.252976514001476,0.391399707164193
148,4.768427673447807,0.10177242646071795,0.10160685749549649,0.05160358601538423,0.041049432465124526,0.25343126061664195,0.3912058131957246
149,4.768427673447807,0.10177224124089403,0.10160663870307896,0.0515998135147612,0.0410936443498437,0.25387357109198466,0.3910139502834662
150,4.768427673447807,0.10177205794807506,0.10160642218695164,0.0515960802627847,0.041137507423505124,0.254323051402455,0.3908240834900634
151,4.768427673447807,0.10177187654933648,0.10160620790822211,0.05159238558885716,0.04118102727220043,0.254738091914645,0.3906361787100731
152,4.768427673447807,0.10177169701253247,0.10160599582891791,0.05158872883824248,0.041224209353622816,0.25515596606805807,0.39045020264474034
153,4.768427673447807,0.10177151930627253,0.1016057859119587,0.05158510937158834,0.0412670590008728,0.2555722984905855,0.3902661227777024
154,4.768427673447807,0.10177134339989884,0.10160557812112969,0.05158445074906392,0.041309581426126375,0.255989498640951,0.39008390735157955
155,4.768427673447808,0.10177116926346451,0.10160537242105591,0.051580893988103435,0.04135178172417167,0.25640389627093424,0.3899035253454138
156,4.768427673447807,0.10177099686771257,0.10160516877717733,0.05157737278082402,0.041393664875819476,0.25682874937130346,0.3897249464529207
157,4.768427673447807,0.1017708261840558,0.101604967155725,0.0515762019668287,0.04143523575119296,0.2572508081236863,0.3895481410615196
158,4.768427673447808,0.10177065718455705,0.101604767523698,0.05157274236235277,0.04147649911290173,0.25765646651449214,0.38937308023210854
159,4.768427673447808,0.10177048984191057,0.10160456984884113,0.05156931667545347,0.04151745961910477,0.2580632329919265,0.38919973567955496
160,4.768427673447808,0.10177032412942369,0.10160437409962352,0.051565924359703474,0.04155812182646719,0.2584665324510091,0.3890280797538703
161,4.768427673447808,0.10177016002099941,0.10160418024521785,0.051562564880868286,0.04159849019301475,0.25887520409935605,0.38885808542204225
162,4.768427673447809,0.1017699974911194,0.10160398825548037,0.051559237716559715,0.041638569080890545,0.25927377549765485,0.3886897262504958
163,4.768427673447809,0.10176983651482764,0.10160379810093162,0.05155594235590113,0.04167836275901771,0.25967956657567876,0.3885229763881595
164,4.768427673447809,0.1017696770677147,0.10160360975273773,0.051552678299204346,0.041717875405672004,0.260080215908964,0.38835781055011137
165,4.768427673447808,0.10176951912590239,0.10160342318269243,0.05154944505765739,0.04175711111096769,0.2604878570792422,0.3881942040017809
166,4.768427673447808,0.10176936266602915,0.10160323836319962,0.05154624215302286,0.04179607387926033,0.2608910294660551,0.388032132543686
167,4.768427673447808,0.10176920766523567,0.10160305526725665,0.05154387838865382,0.04183476763146966,0.2612829739073831,0.3878715724966828
168,4.768427673447808,0.1017690541011513,0.10160287386843789,0.051540732215669495,0.041873196207325734,0.26167341326183896,0.38771250068770857
169,4.768427673447807,0.10176890195188051,0.10160269414087916,0.05153761502894426,0.04191136336754121,0.26205270293365607,0.3875548944359979
170,4.768427673447807,0.10176875119599024,0.10160251605926249,0.05153452638936391,0.04194927279591281,0.26243804443375124,0.38739873153975446
171,4.768427673447807,0.10176860181249738,0.10160233959880131,0.05153146586703248,0.04198692810135448,0.262820931582643,0.38724399026326
172,4.768427673447807,0.10176845378085667,0.10160216473522647,0.05152843304102559,0.042024332819865076,0.26320216152786596,0.38709064932440435
173,4.768427673447807,0.10176830708094911,0.10160199144477222,0.05152542749915185,0.042061490416432784,0.26358282224005597,0.3869386878826193
174,4.768427673447807,0.10176816169307074,0.10160181970416306,0.05152244883772187,0.04209840428687901,0.26395759685705383,0.3867880855272026
175,4.768427673447807,0.1017680175979216,0.10160164949060077,0.05151949666132476,0.04213507775964363,0.26433411379391497,0.3866388222660157
176,4.768427673447807,0.1017678747765953,0.10160148078175203,0.051518355711566564,0.04217151409751417,0.26470808443993415,0.38649087851454206
177,4.768427673447807,0.10176773321056867,0.1016013135557362,0.05151545002342744,0.04220771649930063,0.26508447443421035,0.3863442350852925
178,4.768427673447808,0.10176759288169197,0.10160114779111376,0.05151291904637287,0.0422436881014583,0.2654697584076439,0.3861988731775444
179,4.768427673447808,0.1017674537721792,0.10160098346687484,0.051510062748415256,0.04227943197966019,0.26585381276286063,0.3860547743674024
180,4.768427673447807,0.10176731586459888,0.10160082056242835,0.051507231129410934,0.042314951150321106,0.2662231363800068,0.38591192059816887
181,4.768427673447807,0.10176717914186495,0.10160065905759127,0.051504423838537206,0.042350833563390616,0.26660477035129915,0.3857702941710136
182,4.768427673447807,0.10176704358722817,0.10160049893257841,0.05150164053188568,0.04238649213193772,0.2669881200404612,0.3856298777359299
183,4.768427673447807,0.10176690918426753,0.10160034016799234,0.05149888087228855,0.042421929773548556,0.2673823343172181,0.3854906542829687
184,4.768427673447807,0.10176677591688212,0.10160018274481368,0.051496144529150065,0.04245714935082749,0.26776481159490734,0.38535260713373987
185,4.768427673447807,0.10176664376928314,0.10160002664439183,0.05149501115657128,0.04249215367273807,0.26814645403985893,0.3852157199331706
186,4.768427673447807,0.10176651272598622,0.10159987184843572,0.05149231599888912,0.04252694549590395,0.26852455824075805,0.3850799766415133
187,4.768427673447807,0.10176638277180389,0.10159971833900502,0.051489643240945175,0.04256152752587128,0.2688969196585944,0.3849453615265922
188,4.768427673447807,0.10176625389183833,0.10159956609850163,0.051486992576337494,0.0425959024183339,0.2692695501740366,0.3848118591562819
189,4.768427673447807,0.10176612607147438,0.1015994151096612,0.051484363704476614,0.04263007278032268,0.26963973364125593,0.3846794543912087
190,4.768427673447807,0.10176599929637262,0.1015992653555452,0.05148175633044501,0.04266484267682049,0.27000614224803615,0.38454813237766755
191,4.768427673447807,0.10176587355246278,0.10159911681953301,0.05147917016486054,0.042699406596036264,0.27035518972516437,0.384417878540747
192,4.768427673447808,0.10176574882593731,0.10159896948531434,0.05147660492374393,0.042733767093101935,0.27070026249960516,0.38428867857765453
193,4.768427673447808,0.10176562510324505,0.1015988233368818,0.05147406032839012,0.04276792667728734,0.2710499411419462,0.38416051845123644
194,4.768427673447808,0.10176550237108525,0.10159867835852375,0.05147153610524331,0.042801887813066014,0.2713981804033341,0.3840333843836843
195,4.768427673447807,0.10176538061640161,0.10159853453481735,0.051469031985775564,0.04283565292115073,0.27174338078575383,0.3839072628504228
196,4.768427673447807,0.10176525982637658,0.10159839185062171,0.05146744856313308,0.042869262779200404,0.2720914268288761,0.38378214057417237
197,4.768427673447807,0.10176513998842573,0.10159825029107143,0.05146498145627494,0.042902681021027615,0.27243798891430976,0.3836580045191804
198,4.768427673447806,0.10176502109019243,0.10159810984157011,0.0514625336954052,0.042935909945916714,0.27279121560421515,0.38353484188561643
199,4.768427673447806,0.10176490311954255,0.1015979704877842,0.05146037786945131,0.04296895181317976,0.273141412409887,0.3834126401041244
200,4.768427673447806,0.10176478606455928,0.10159783221563691,0.05145796733732998,0.04300180884305682,0.2734856268618217,0.3832913868305282
201,4.768427673447806,0.10176466991353829,0.10159769501130238,0.051455575420649255,0.04303448321759142,0.27382621150898107,0.3831710699406848
202,4.768427673447806,0.10176455465498278,0.10159755886119994,0.051453201882654266,0.04306697708148208,0.274166587922016,0.3830516775254793
203,4.768427673447807,0.10176444027759889,0.10159742375198862,0.051450846490768205,0.04309929254291058,0.2745136747369517,0.3829331978859599
204,4.768427673447806,0.10176432677029104,0.10159728967056166,0.051448509016498244,0.043131431674347846,0.274852169286959,0.3828156195286046
205,4.768427673447807,0.10176421412215753,0.10159732604606131,0.051446189235344025,0.04316339651333797,0.2751875612096829,0.38269893116071857
206,4.768427673447806,0.10176652529081864,0.10159719354903572,0.05144388692670863,0.04319518906326129,0.27552054077915145,0.3825831216859561
207,4.768427673447807,0.10176640817143007,0.10159706204507164,0.05144160187381199,0.04322681129407705,0.27585227684798,0.3824681801999641
208,4.768427673447807,0.10176629192555718,0.10159693152190825,0.05143933386360659,0.04325826514304626,0.2761860089339232,0.38235409598614273
209,4.768427673447807,0.10176617654246743,0.10159680196749483,0.051437082686695466,0.04328955251543552,0.2765221710203445,0.3822408585115196
210,4.768427673447806,0.10176606201161131,0.10159667336998617,0.051434848137252354,0.04332067528520226,0.27686125892999897,0.3821284574227346
211,4.768427673447807,0.1017659483226183,0.10159654571773803,0.051432630012944,0.04335163529566204,0.27720141595895287,0.38201688254213034
212,4.768427673447807,0.10176583546529305,0.10159641899930288,0.05143042811485448,0.04338243436013846,0.27754814077663137,0.3819061238639469
213,4.768427673447807,0.10176572342961158,0.10159629320342563,0.051428242247411576,0.04341307426259616,0.2778844141877303,0.3817961715506161
214,4.768427673447806,0.10176564531397254,0.10159616831903946,0.051426072218314973,0.04344355675825758,0.2782237590031163,0.3816870159291529
215,4.768427673447806,0.10176553481124188,0.10159604433526183,0.05142391783846644,0.04347388357420375,0.2785561402030316,0.3815786474876407
216,4.768427673447806,0.10176542510165598,0.10159592124139057,0.05142177892190173,0.043504056409959774,0.2788833495382555,0.38147105687180793
217,4.768427673447807,0.10176531617583369,0.10159579902690004,0.05141965528572433,0.043534076938065394,0.279211787622582,0.3813642348816931
