iteration,LB,LB_best,UB,UB_se,UB_best,gap_pct
200,6.262535530755116,6.262535530755116,2435.8830426814243,245.28654243510016,2435.8830426814243,99.74290491698397
400,4.997344525934945,6.262535530755116,2219.484731588822,228.9383770044363,2219.484731588822,99.774842130932
600,4.4588567426444055,6.262535530755116,2866.9245831437497,287.86465886988395,2219.484731588822,99.84447247866719
800,5.39039364453475,6.262535530755116,2340.1013522496196,265.21428239986307,2219.484731588822,99.76965127431968
1000,5.301828847108826,6.262535530755116,2330.7190271687477,230.9775057504292,2219.484731588822,99.77252389561734
1200,4.198052433132361,6.262535530755116,2388.43302300474,321.4077741531077,2219.484731588822,99.82423403157225
1400,5.272017211541075,6.262535530755116,2336.5639613687044,277.6311819054713,2219.484731588822,99.77436880399145
1600,4.50581814650075,6.262535530755116,2344.8461298272123,250.61018671982293,2219.484731588822,99.80784162810578
1800,4.097823021774845,6.262535530755116,2447.8496700279975,261.99740188941644,2219.484731588822,99.8325949884934
2000,5.24474741242731,6.262535530755116,2203.060841740885,243.2039782231514,2203.060841740885,99.76193361013657
2200,5.035044341052505,6.262535530755116,2095.6637497923048,216.45466877309258,2095.6637497923048,99.75973987518029
2400,5.155574405407321,6.262535530755116,2190.043081268496,294.91735349422686,2095.6637497923048,99.76459027452461
2600,4.3805349825018824,6.262535530755116,2746.6904450140996,289.96467906930485,2095.6637497923048,99.8405158837446
2800,6.346971536430732,6.346971536430732,2089.979705771042,226.7190270220544,2089.979705771042,99.69631420253006
3000,4.655294666158294,6.346971536430732,2139.6858865482604,232.443116537288,2089.979705771042,99.78243093084714
3200,4.908490461086981,6.346971536430732,2596.311909724087,319.87102809502625,2089.979705771042,99.81094372973051
3400,6.012204901834072,6.346971536430732,2366.768366948843,303.92874449313314,2089.979705771042,99.74597408915074
3600,6.285545243051079,6.346971536430732,2667.9625452203372,283.9760318529275,2089.979705771042,99.76440654107714
3800,5.045306738316819,6.346971536430732,2413.221216981082,284.1080163760419,2089.979705771042,99.79093061577552
4000,4.955001411583986,6.346971536430732,2154.6632847286032,223.62850946617323,2089.979705771042,99.7700336081882
4200,5.80030054674418,6.346971536430732,2549.1004079757936,235.6462802078698,2089.979705771042,99.7724569605577
4400,4.794390295853134,6.346971536430732,2394.2520128007263,250.62244303968424,2089.979705771042,99.79975414992991
4600,4.821573781883005,6.346971536430732,2711.5394536234467,287.0152985090771,2089.979705771042,99.82218315962764
4800,4.857771118116791,6.346971536430732,2390.4747651356606,259.30845327388295,2089.979705771042,99.79678634600265
5000,5.797377569062023,6.346971536430732,2494.4249442886094,262.54323653544975,2089.979705771042,99.76758661019903
